folder	file	album	artist	title	genre	description
../music/emo	Aseer Arman _ Eka Beche Thakte Shekho Priyo.mp3	emo	Aseer Arman	Eka Beche Thakte Shekho Priyo	mellow melancholia	38Ogl7K3v4sE71SFHjdTUO
../music/emo	Avril Lavigne _ My Happy Ending.mp3	emo	Avril Lavigne	My Happy Ending	glam emo rock	6sqNctd7MlJoKDOxPVCAvU
../music/emo	Awolnation _ Run.mp3	emo	Awolnation	Run	alternative stomp rock	2wIC3jqtTK78zQMdj1DRLu
../music/emo	Bastille _ Doom Days.mp3	emo	Bastille	Doom Days	tropicalia rock	1TkXApzsz0a6YRArjbqprt
../music/emo	Bhupinder Singh _ Ek Akela Is Shaher Mein.mp3	emo	Bhupinder Singh	Ek Akela Is Shaher Mein	alley ghazal	14kMWf3cGDS8W1NfYDfCIs
../music/emo	Björk _ Jóga.mp3	emo	Björk	Jóga	8-bit abstractro ambient symphonic	18NehrWLUFK7NPH522YQMQ
../music/emo	Blink 182 _ I Miss You.mp3	emo	Blink 182	I Miss You	ambeat 8-bit rhythm	1AdYZ6X00nXmO613Y7GJOl
../music/emo	Blonde Redhead _ For the Damaged Coda.mp3	emo	Blonde Redhead	For the Damaged Coda	eclectonica psy spytrack acid	6lvJDlBrtabJWiBlMTGxKs
../music/emo	Bloody Hammers _ Let Sleeping Corpses Lie.mp3	emo	Bloody Hammers	Let Sleeping Corpses Lie	psychedelic doom metal	7gIs1Ue6FogVrKVmK7Eajj
../music/emo	Bonafide,Bilal Saeed _ Memories.mp3	emo	Bonafide,Bilal Saeed	Memories	rap pop  emo	3AXuWSrm12jUIuqepFcU2T
../music/emo	Bonjr _ It's ok, You're ok.mp3	emo	Bonjr	It's ok, You're ok	8-bit abstractro ambient symphonic	26WAJZIwv0D1kkG7521PlO
../music/emo	Boy Harsher _ Pain breaks the Rythm.mp3	emo	Boy Harsher	Pain breaks the Rythm	dissonant 8d blues metal	13HYthybjhM3iyWcfl8VcN
../music/emo	Charlotte Lawrence _ Joke's On You.mp3	emo	Charlotte Lawrence	Joke's On You	emo vapour 8d	2D0FX6WiP1GKGL3yCdXxs7
../music/emo	Civil Twilight _ Letters From the Sky.mp3	emo	Civil Twilight	Letters From the Sky	ballad symphonic	1g8dRVzAvmSOTfTz5m0H9K
../music/emo	Coyote Theory _ This side of paradise.mp3	emo	Coyote Theory	This side of paradise	synth pop pixie rock	79EkGysjP2dL5GdpeQjRxT
../music/emo	Danger Mouse, Daniele Luppi _ Black ft. Norah Jones.mp3	emo	Danger Mouse, Daniele Luppi	Black ft. Norah Jones	abstractro emo dissonant	5H43dazn2x2O9dkDVvaiDS
../music/emo	Dave Porter _ Breaking Bad Theme.mp3	emo	Dave Porter	Breaking Bad Theme	dissonant vapor trap	2hsLpiKNkWpd4e9QuVdhar
../music/emo	David Newman _ J.D. Blows Up.mp3	emo	David Newman	J.D. Blows Up	orchestral 8-bit 8d trance	6SSSd2AlpLH5vfPGhqvzAg
../music/emo	Deep Purple _ Lazy.mp3	emo	Deep Purple	Lazy	blues rock metal	27WqFiOFm2u1hax2ksdyqK
../music/emo	Dolly Parton _ Jolene.mp3	emo	Dolly Parton	Jolene	country ballad	2SpEHTbUuebeLkgs9QB7Ue
../music/emo	Douran _ Mirage.mp3	emo	Douran	Mirage	trance trap psy metal	1Xi84slp6FryDSCbzq4UCD
../music/emo	Duncan Laurence _  Arcade.mp3	emo	Duncan Laurence	Arcade	pixie synth	1Xi84slp6FryDSCbzq4UCD
../music/emo	Ekagra Singhal _ Nibhana.mp3	emo	Ekagra Singhal	Nibhana	alternative progressivo rock	0YTUyAxVgIR0PEm0mBUSgU
../music/emo	Falak Shabir (Falak Shabir) {Kumaar} _ Saajna.mp3	emo	Falak Shabir (Falak Shabir) {Kumaar}	Saajna	synth slush romantico blues	7KzGAwJRYS9KLMuVnStqYN
../music/emo	FKA Twigs _ Mary Magdalene.mp3	emo	FKA Twigs	Mary Magdalene	electro folk relegieux ouroboros	77tQQM8iEswfiSVLbTrFPX
../music/emo	Fractalize _ Immersion.mp3	emo	Fractalize	Immersion	math metal	3OyLFZaCtFebCV01t3cxYX
../music/emo	Gang of Youths _ Achilles Come Down.mp3	emo	Gang of Youths	Achilles Come Down	orchestral noir neo relegiuex emo rock	22TntnVO3lQNDR5nsvxGRs
../music/emo	Garbage _ Not Your Kind Of People.mp3	emo	Garbage	Not Your Kind Of People	mallet nu rock industrial twitch	6rm5BLciHeN8sNapcs2cPB
../music/emo	Gotye _ Somebody That I Used To Know.mp3	emo	Gotye	Somebody That I Used To Know	fuzz electro pop	1qDrWA6lyx8cLECdZE7TV7
../music/emo	Grimes _ Oblivion.mp3	emo	Grimes	Oblivion	electro escape wave	4BY4V1T0RJK1HmD2Q0ClyK
../music/emo	Gucci High Waters _ goner.mp3	emo	Gucci High Waters	goner	emo trap rap fuzz	5I5h9NZHemh0nK8VE94h2f
../music/emo	Gun's N Roses (Bob Dylan) {Bob Dylan} _ Knockin' On Heaven's Door.mp3	emo	Gun's N Roses (Bob Dylan) {Bob Dylan}	Knockin' On Heaven's Door	glam metal	4JiEyzf0Md7KEFFGWDDdCr
../music/emo	Hannah Hart, James Warburton _ Ash Again.mp3	emo	Hannah Hart, James Warburton	Ash Again	rock blues 8d	6xFZ8sJtHbh5fykz8gq0av
../music/emo	Harry Nilsson _ One.mp3	emo	Harry Nilsson	One	mellow pop rock	7Ci3Yc9H2YliGFc1czyqI1
../music/emo	Hello Moth [~Glenn Marshall] _ Clouds in Cloudless Skies.mp3	emo	Hello Moth [~Glenn Marshall]	Clouds in Cloudless Skies	8-bit 8d ai ambeat	25y6lnkeZB3nogA7HQFqy9
../music/emo	Illenium, Jon Bellion _ Good Things Fall Apart.mp3	emo	Illenium, Jon Bellion	Good Things Fall Apart	melodica dup tropicalia pop	5R4VONOKBKOd3vaphl96TP
../music/emo	Imogen Heap _ Hide And Seek.mp3	emo	Imogen Heap	Hide And Seek	ethereal pop 8d	7mMlbJlXXo2mRtQ4R9sIzD
../music/emo	Ingrid Lukas _ Rainspell.mp3	emo	Ingrid Lukas	Rainspell	symphonic 8-bit 8d abstractro ambeat hauntology	5L3W3zK6TC5xsMLVWLQUqW
../music/emo	Jens Kuross _ Spiraling.mp3	emo	Jens Kuross	Spiraling	emo progressivo  rock	6rr4qr5vqny41mHKeJpNV0
../music/emo	Jetta _ I'd Love to Change the World.mp3	emo	Jetta	I'd Love to Change the World	baritone trap thrash	6ce17pZwsMcYNab5IaC5MQ
../music/emo	Joan Jett & The Blackhearts _ I Hate Myself for Loving You.mp3	emo	Joan Jett & The Blackhearts	I Hate Myself for Loving You	glam punk rock	2HXixVqzzm9rEUIMAWzshl
../music/emo	Joan Osborne _ If God Was One Of Us.mp3	emo	Joan Osborne	If God Was One Of Us	techno glam pop	0yRA6nVkoy3ME0kZsXEl4q
../music/emo	Johnny Cash _ Hurt.mp3	emo	Johnny Cash	Hurt	country meloncholia	28cnXtME493VX9NOw9cIUh
../music/emo	Junip _ Line of fire.mp3	emo	Junip	Line of fire	rock blues moorish	3WV34nSOObEF4RUJ5VQfae
../music/emo	Kashmir _  Kaghaz Ka Jahaz.mp3	emo	Kashmir	Kaghaz Ka Jahaz	arabesque rhythm tap	6Z6VAHTfRKH4alHhdXD6dV
../music/emo	Kris Beats (John Stewart Eduri) _ Mirzapur Intro theme -cover.mp3	emo	Kris Beats (John Stewart Eduri)	Mirzapur Intro theme - cover	experimental trap 8d	3jcDFvsUtiOljbk08GsT3h
../music/emo	Krishnokoli _ jao pakhi bolo tare.mp3	emo	Krishnokoli	jao pakhi bolo tare	folk classical fusion ballad	5kT7hjDfJpqMNdxAHOj7QJ
../music/emo	Led Zapplin _ Black Dog.mp3	emo	Led Zapplin	Black Dog	rock swing	3qT4bUD1MaWpGrTwcvguhb
../music/emo	Leprous _ Below.mp3	emo	Leprous	Below	futuristic 8d mellow trap	6rIwcMGcZtPdpi6U9llpb0
../music/emo	Lightening Bolt _ Mega Ghost.mp3	emo	Lightening Bolt	Mega Ghost	experimental noise rock	68DbdCd2knhE7kNYqkIJat
../music/emo	Lingua Ignota _ May Failure be Your Noose.mp3	emo	Lingua Ignota	May Failure be Your Noose	industrial folk metal	2TeMJxdraHOuzkK8AczQmK
../music/emo	Loch Lomond _ Elephants and Little Girls.mp3	emo	Loch Lomond	Elephants and Little Girls	norse weightless wave	0ZcfbHgtK6tpkkst94AMvd
../music/emo	Lucky Ali _ Baadalon ki Gehrai.mp3	emo	Lucky Ali	Baadalon ki Gehrai	weightless noir lullaby fuzz	1oLupCCEUqksYUVKtuIQVO
../music/emo	Marina and The Diamonds _ Bubblegum B!tch.mp3	emo	Marina and The Diamonds	Bubblegum B!tch	rhythm glam rock	6IbnUaczZBT34DhaD6S18F
../music/emo	Missio _ Everybody Gets High.mp3	emo	Missio	Everybody Gets High	trap electro neo	3nH3Gtm9GQVfiaYDr4AXji
../music/emo	Mokita _ Inside Out .mp3	emo	Mokita	Inside Out	noir pop	2vnocfBFbXPm4g9gsqquXf
../music/emo	Mort Garson _ Rhapsody in Green.mp3	emo	Mort Garson	Rhapsody in Green	psychedelic synth lullaby	6YWl0uGhdL50JtN63OvO52
../music/emo	Motorhead _ God Was Never on Your Side.mp3	emo	Motorhead	God Was Never on Your Side	alternative speed rock	71LmwNWHchuDe1QwrEKsB1
../music/emo	Mrittika _ Jochhona Korechhe Ari.mp3	emo	Mrittika	Jochhona Korechhe Ari	baithak ghazal romanticism	5WbRoYdzRHJgkjIYbN1EfP
../music/emo	My Chemical Romance _ Kill All Your Friends.mp3	emo	My Chemical Romance	Kill All Your Friends	emo punk rock	65wICNTM2s1PwXSgKt8f0a
../music/emo	n u a g e s _ Closer.mp3	emo	n u a g e s	Closer	8-bit 8d pixie	2J3JvwjMMF8xl6shAb9VTO
../music/emo	Naughty Boy _ No One's Here To Sleep.mp3	emo	Naughty Boy	No One's Here To Sleep	rhythm blues tropicalia	0txjdg6j38GxiWzfH2Skpg
../music/emo	New Order _ Blue Monday.mp3	emo	New Order	Blue Monday	wave pop disco	7azaTbza9TnGBLOyghL3Wd
../music/emo	Novena _ Sun Down.mp3	emo	Novena	Sun Down	melodeath	0txjdg6j38GxiWzfH2Skpg
../music/emo	Ononna, Kartik Das _ O Kolonkini Radha.mp3	emo	Ononna, Kartik Das	O Kolonkini Radha	folk noir orchestral	5x8UouZao8TVY5G6zsEXjW
../music/emo	Osho Jain _ Shukriya.mp3	emo	Osho Jain	Shukriya	8-bit norse fuzz experimental folk	67voPeOCQZ19Y3UBenjP6I
../music/emo	Pakshee _ Raah Piya.mp3	emo	Pakshee	Raah Piya	hindustani pop renaissance romantico	0ixfdWFlkqjbgTRsCLm7cQ
../music/emo	Pete Baldwin (Pete Seeger) {Pete Seeger} _ The song of the world's last whale.mp3	emo	Pete Baldwin (Pete Seeger) {Pete Seeger}	The song of the world's last whale	norse steady avant-garde	5saww3ZpgAa0apyoCe2Fei
../music/emo	Peter Gabriel [~Glen] _ This is the Picture.mp3	emo	Peter Gabriel [~Glen]	This is the Picture	ai dissonant bubblegum wave	337Tn9FCoBT8NlkT8kn45o
../music/emo	Post Malone _ I Fall Apart.mp3	emo	Post Malone	I Fall Apart	rap melodica	75ZvA4QfFiZvzhj2xkaWAh
../music/emo	Rag'n'Bone Man _ Human.mp3	emo	Rag'n'Bone Man	Human	neo nu rock	58zsLZPvfflaiIbNWoA22O
../music/emo	Rejwana Chowdhuri Bonna _ Ami Kaan Pete Roi.mp3	emo	Rejwana Chowdhuri Bonna	Ami Kaan Pete Roi	classical dhrupad balled	68vqs7FLvQeiTDNqo9F8Ai
../music/emo	Rival Consoles _ Vibrations on a String.mp3	emo	Rival Consoles	Vibrations on a String	ambient electro eclectonia	6UdhadB8RTc9cVGIljWdqv
../music/emo	River Becomes Ocean _ Silence Means Nothing.mp3	emo	River Becomes Ocean	Silence Means Nothing	thrash metal	7BSobexVEVb2SKQKoZZkvT
../music/emo	Rob Benedict _ Fare Thee Well.mp3	emo	Rob Benedict	Fare Thee Well	acoustic vocaloid rock	0CfWiAueml7doJJmWMOpHh
../music/emo	Ron Jones, Butch Hartman _ Fairly odd Parents.mp3	emo	Ron Jones, Butch Hartman	Fairly odd Parents	tap rhythm	77lRy7BHnkyvWOUNWcDT7F
../music/emo	Sadiq Hussain _ Jaanam Fida-e-Haideri.mp3	emo	Sadiq Hussain	Jaanam Fida-e-Haideri	arabesque neo religieux	5RIxkzoEZwMxJEgthuXk5u
../music/emo	Sanchit Balhara _ Rani Sa.mp3	emo	Sanchit Balhara	Rani Sa	experimental trap	3gFS9CKU70Wm7vAoA0O1uW
../music/emo	Sean Bolten _ Cotton Candy Skies.mp3	emo	Sean Bolten	Cotton Candy Skies	romantico acoustic blues	1KoFkxnUY607HbACn9v9Mc
../music/emo	Seinabo Sey _ Hard Time.mp3	emo	Seinabo Sey	Hard Time	soul electro pop	3gFS9CKU70Wm7vAoA0O1uW
../music/emo	Shahid Mallya (Raghav Sachar) {Kumaar} _ Mann Jaage.mp3	emo	Shahid Mallya (Raghav Sachar) {Kumaar}	Mann Jaage	sufi rhythm pop	1p2fIB9vtTGmRhpG9fM220
../music/emo	Shajr _ Kisay Da Yar - Pepsi Battle of the Bands Season 2.mp3	emo	Shajr	Kisay Da Yar - Pepsi Battle of the Bands Season 2	arabesque metal	4RmAdr90nfv7RWmX7WdZ9B
../music/emo	Shruti Pathak, Salim Merchant (Salim_ Sulaiman) {Irfan Siddiqui} _ Mar Jawaan.mp3	emo	Shruti Pathak, Salim Merchant (Salim_ Sulaiman) {Irfan Siddiqui}	Mar Jawaan	sufi emo ouroboros	0ErXZ1NMqOEFGJPQvU9OKF
../music/emo	Sibtain Khalid _ Sajna.mp3	emo	Sibtain Khalid	Sajna	pashto pop	0PgMQWN7LSL9Qlpwe4mNRt
../music/emo	Skeeter Davis _ The End of the World.mp3	emo	Skeeter Davis	The End of the World	ballad	5DTOOkooKFUvWj1XQTFa09
../music/emo	Skylight Vision _ Ember.mp3	emo	Skylight Vision	Ember	acousmatic ouroboros	1SbAQcGutmd7anHezOguTv
../music/emo	Steffan Argus _ Ship in a Bottle.mp3	emo	Steffan Argus	Ship in a Bottle	8-bit techno rock	7EioHGLoCcjuIgQwKh8O8H
../music/emo	Supriyaa Paathak, Naveen Koomar, Jai Rajesh Arya _ Bezubaan - The Audio Film Project.mp3	emo	Supriyaa Paathak, Naveen Koomar, Jai Rajesh Arya	Bezubaan - The Audio Film Project	experimental sufi fusion rock	1HMwS8WJrBlrF7lwoZMVvP
../music/emo	Surf Mesa _ ily.mp3	emo	Surf Mesa	ily	tropicalia roll pop	62aP9fBQKYKxi7PDXwcUAS
../music/emo	Sylvan Esso _ Come Down.mp3	emo	Sylvan Esso	Come Down	ethereal ouroboros	6tCJrZKgQtZ3Gm24TuydPy
../music/emo	Talat Mahmood _ Duti Pakhi Duti Teere.mp3	emo	Talat Mahmood	Duti Pakhi Duti Teere	ghazal romanticism	4Q3p1Ca4zis1f2monoBHqF
../music/emo	Tarun Bannerji _ Kajal Nadir Jale.mp3	emo	Tarun Bannerji	Kajal Nadir Jale	rhythm blues	2SqHLuyUhTkPEgLCHMHpnx
../music/emo	The Acid _ Tumbling Lights.mp3	emo	The Acid	Tumbling Lights	acid trance escape nu	2sLFjoflMQPpyG0U1UVZ8n
../music/emo	The Cab _ Angel With A Shotgun.mp3	emo	The Cab	Angel With A Shotgun	pop rock	5A8jUZatix87xG0Zj6HSKG
../music/emo	The Killers _ Humans.mp3	emo	The Killers	Humans	rock roll jig neo soul	3PjLuEVkgLxXs3HhEVqSZM
../music/emo	The Yardbirds _ Turn Into Earth.mp3	emo	The Yardbirds	Turn Into Earth	psychadelic rock symphonic	1bcAJGDATMhfM09QqWvyDC
../music/emo	Thome Yorke _  Analyse.mp3	emo	Thome Yorke	Analyse	eclectonica 8-bit synth	2XNaPTYDeQcTqAaWoHKMEp
../music/emo	U2 _ With Or Without You.mp3	emo	U2	With Or Without You	wave rock	6ADSaE87h8Y3lccZlBJdXH
../music/emo	When Nothing Remains _ Drowning In Sorrows.mp3	emo	When Nothing Remains	Drowning In Sorrows	acoustic rock	7fvFVa4zDBxQq8STgBxu67
../music/emo	Yawar Abdal _ Tamanna.mp3	emo	Yawar Abdal	Tamanna	acoustic religieux arabesque rock	2wVCje7MBTBYqnNgvUGgZA
../music/emo	Zoey Lily _ Without A Word.mp3	emo	Zoey Lily	Without A Word	alternative pop fuzz	7J1zOgvcX3lQ9ymsIqTv1w
../music/emo	Zombies _ Time Of The Season.mp3	emo	Zombies	Time Of The Season	bubblegum folk rock	3vMfr8H7hGbOLoddLdCQU4
../music/enVivo	Amin Toofani _ El Monte Claro.mp3	enVivo	Amin Toofani	El Monte Claro	8d 8bit speed symphonic	6FVLl9S9wUL5x97T4iZwBa
../music/enVivo	Amin Toofani _ La Flamenca.mp3	enVivo	Amin Toofani	La Flamenca	8d 8bit speed symphonic	6l6IV0ELVPRS04aOL1FeQd
../music/euphoria	Euphoria _ Maeri.mp3	euphoria	Euphoria	Maeri	pashto pop rock	78VFEHYy9TqY3DDqiISKAM
../music/euphoria	Euphoria,Shreya Ghoshal _ Jiya Jaye Na.mp3	euphoria	Euphoria,Shreya Ghoshal	Jiya Jaye Na	romantico rock	3iTEhW2uMj9aNeqlw5OBoK
../music/evanescence	Evanescence _ Bring Me To Life.mp3	evanescence	Evanescence	Bring Me To Life	grime metal	6LZZJ4N3P0mLXKQbrKOTmG
../music/evanescence	Evanescence _ Taking Over Me.mp3	evanescence	Evanescence	Taking Over Me	ouroboros metal	5j7gLuOsBOyqooruGxX4nx
../music/ewanMaccoll	Ewan Maccoll _  Brother did you Weep.mp3	ewanMaccoll	Ewan Maccoll	Brother did you Weep	celtic folk	4skXQKuRXP5HoCqHMc2X5y
../music/ewanMaccoll	Ewan Maccoll _ The Manchester Rambler.mp3	ewanMaccoll	Ewan Maccoll	The Manchester Rambler	pirate szanty	2DLsiFyWK9SB1Z0UqElEgw
../music/ewanMaccoll	Ewan MacColl, Peggy Seeger _ Ballad of Accounting.mp3	ewanMaccoll	Ewan MacColl, Peggy Seeger	Ballad of Accounting	country ballad anarcho-punk	1jTemyUvpruvv4y7K0vnBL
../music/farhatTarannum	Farhat Tarannum _ Bhalobeshe Shokhi - cover.mp3	farhatTarannum	Farhat Tarannum	Bhalobeshe Shokhi - cover	robindro-songeet	1ESnhGQjQl9y5Wi1ry0KGs
../music/farhatTarannum	Farhat Tarannum _ Kabhi Kabhi Mere Dil Mein - cover.mp3	farhatTarannum	Farhat Tarannum	Kabhi Kabhi Mere Dil Mein - cover	capella dreamgaze arabesque balled	3APdIdF8H0jsxSuGOqXedS
../music/farhatTarannum	Farhat Tarannum _ O Je Maane Na Maana - cover.mp3	farhatTarannum	Farhat Tarannum	O Je Maane Na Maana - cover	robindro-songeet	1av2vb9woz0PvuT6QNOSHB
../music/farhatTarannum	Farhat Tarannum _ Oliro Kotha Shune - cover.mp3	farhatTarannum	Farhat Tarannum	Oliro Kotha Shune - cover	robindro-songeet	75MBxvyvjxOiQCW3CPW39T
../music/fleetwood	Fleetwood Mac _ Big Love.mp3	fleetwood	Fleetwood Mac	Big Love	rhythm szanty rock	0hOA8SoraNo2ZP1amtVYnY
../music/fleetwood	Fleetwood Mac _ The Chain.mp3	fleetwood	Fleetwood Mac	The Chain	rhythm szanty rock	3rnTqW0Rv5VQF1VFw8eA05
../music/fleuri	Fleurie _ Hurts Like Hell.mp3	fleuri	Fleurie	Hurts Like Hell	hammered fuzz euphonium	2kMAKtrAu16HVWxBnOwuhd
../music/flora	Denis Kalytovskyi (Flora Cash) {Flora Cash} _ You're Somebody Else - cover.mp3	flora	Denis Kalytovskyi (Flora Cash) {Flora Cash}	You're Somebody Else	synth pop harmony ouroboros	0pdKRp2sUthTPe7RLWpPqQ
../music/flora	Flora Cash _ Father's Sins (Slowed + Reverb) Lofi.mp3	flora	Flora Cash	Father's Sins (Slowed + Reverb) Lofi	hammered fuzz euphonium	0HbyevTzxDxbDyB913OKWw
../music/flora	Flora Cash _ I Wasted You (Slowed + Reverb) Lofi.mp3	flora	Flora Cash	I Wasted You (Slowed + Reverb) Lofi	hammered fuzz euphonium	37oUyW8oIM3EFwsbT1Mft0
../music/flora	Flora Cash _ Love Is In The Small Things (Slowed + Reverb) Lofi.mp3	flora	Flora Cash	Love Is In The Small Things (Slowed + Reverb) Lofi	hammered fuzz euphonium	3NXb6KvIlfJozMjBUkTkoP
../music/florenceNtheMachine	Florence + the Machine _ Dog Days Are Over.mp3	florenceNtheMachine	Florence + the Machine	Dog Days Are Over	baroque pop tap rhythm	456WNXWhDwYOSf5SpTuqxd
../music/florenceNtheMachine	Florence + The Machine _ No light, no light.mp3	florenceNtheMachine	Florence + The Machine	No light, no light	baroque pop stomp	0Y68ITZG1KQigFVAAn7AON
../music/florenceNtheMachine	Florence + The Machine _ Ship To Wreck.mp3	florenceNtheMachine	Florence + The Machine	Ship To Wreck	baroque pop holler grunge	3dEFa9KjOLEZl980ctEEv1
../music/fob	Fall Out Boy _  American Beauty.mp3	fob	Fall Out Boy	American Beauty	grunge electro pop	3D4Xkcir5YEhk8Xidkd1dL
../music/fob	Fall Out Boy _ Centuries.mp3	fob	Fall Out Boy	Centuries	emo rock	04aAxqtGp5pv12UXAg4pkq
../music/fob	Fall Out Boy _ Immortals.mp3	fob	Fall Out Boy	Immortals	fantasy rock pop	3Te8uLyit6X3ncNW8Fp3K2
../music/franzGordan	Franz Gordon _ Diving with My Harpoon.mp3	franzGordan	Franz Gordon	Diving with My Harpoon	zenonesque weightless waltz	444FxrSBeljgaFlLOWhN96
../music/franzGordan	Franz Gordon _ Flirting at the Masquerade.mp3	franzGordan	Franz Gordon	Flirting at the Masquerade	waltz symphonic	0fKzvRqaS34EtPeDBS6rwQ
../music/franzGordan	Franz Gordon _ Slow Day.mp3	franzGordan	Franz Gordon	Slow Day	waltz xenharmonic violao	1E9NKqazhGytiA11HptoMf
../music/fukrey	Kailash Kher, Pradipta Guha, Keerthi Sagathia (Ram Sampath) {Munna Dhiman} _ Karle Jugaad Karle.mp3	fukrey	Kailash Kher, Pradipta Guha, Keerthi Sagathia (Ram Sampath) {Munna Dhiman}	Karle Jugaad Karle	street pashto plunderphonics	6Ixd1ysVv5Ocszh7Qe4kvm
../music/fukrey	Sona Mohapatra (Ram Sampath) {Munna Dhiman} _ Ambarsariya.mp3	fukrey	Sona Mohapatra (Ram Sampath) {Munna Dhiman}	Ambarsariya	folk fusion pop	4qRcjFkFqSpLBzcbLDt7HL
../music/gabrielleAplin	Gabrielle Aplin _ My Mistake.mp3	gabrielleAplin	Gabrielle Aplin	My Mistake	emo neo mellow teen-pop	60wxK3idlzc3lykP8cYZ2l
../music/gabrielleAplin	Gabrielle Aplin _ Start of Time.mp3	gabrielleAplin	Gabrielle Aplin	Start of Time	emo neo mellow teen-pop	1WSF2SjtfkV8LjTlF8uCZH
../music/gajendraVerma	Gajendra Verma _ Kyun Hai.mp3	gajendraVerma	Gajendra Verma	Kyun Hai	sufi edm	00TMKFm6sGA3lXSp3FypW1
../music/gajendraVerma	Gajendra Verma _ Mann Mera .mp3	gajendraVerma	Gajendra Verma	Mann Mera	sufi rock	2BeY2dQPbD8xYxx3yhBTVD
../music/gajendraVerma	Gajendra Verma _ Mera Jahan.mp3	gajendraVerma	Gajendra Verma	Mera Jahan	sufi pop ouroboros	2y1RbxxUCzARM0UkwtZert
../music/gajendraVerma	Gajendra Verma _ Tune Mere Jana.mp3	gajendraVerma	Gajendra Verma	Tune Mere Jana	emo teen-pop	27SJ6CFVIatYlPLGOHFsnP
../music/gangsOfWasseypur	Khushboo Raaj (Sneha Khanwalkar) {Varun Grover} _ O Womaniya.mp3	gangsOfWasseypur	Khushboo Raaj (Sneha Khanwalkar) {Varun Grover}	O Womaniya	folk szanty	1huBhQrh7Ki4G2D6yBz1FQ
../music/gangsOfWasseypur	Manoj Tiwari (Sneha Khanwalkar) {Varun Grover} _ Jiya Tu Bihar Ke Lala.mp3	gangsOfWasseypur	Manoj Tiwari (Sneha Khanwalkar) {Varun Grover}	Jiya Tu Bihar Ke Lala	folk truck-driving whitle	67ikq16wO4VtY6VW9ys8XT
../music/ghanchakar	Altaf Raja, Amit Trivedi (Amit Trivedi) {Amitabh Bhattacharya} _ Jholu Ram.mp3	ghanchakar	Altaf Raja, Amit Trivedi (Amit Trivedi) {Amitabh Bhattacharya}	Jholu Ram	rock roll plunderphonics	6nvuovs2psHaCohLEUGX6q
../music/ghanchakar	Amit Trivedi (Amit Trivedi) {Amitabh Bhattacharya} _ Ghanchakkar Babu.mp3	ghanchakar	Amit Trivedi (Amit Trivedi) {Amitabh Bhattacharya}	Ghanchakkar Babu	rock roll plunderphonics	6M82U5qYVaeItKB5JpvQLe
../music/ghanchakar	Divya Kumar, Amit Trivedi (Amit Trivedi) {Amitabh Bhattacharya} _ Allah Meherbaan.mp3	ghanchakar	Divya Kumar, Amit Trivedi (Amit Trivedi) {Amitabh Bhattacharya}	Allah Meherbaan	rock roll sufi	2GjLpx8XGjtjZHsXwkuIGw
../music/ghanchakar	Richa Sharma (Amit Trivedi){Amitabh Bhattacharya} _ Lazy Lad.mp3	ghanchakar	Richa Sharma (Amit Trivedi){Amitabh Bhattacharya}	Lazy Lad	rock roll erotica	17QlNzGYB4iceCCW8TrXO0
../music/gulzar	Gulzar {Gulzar} _ Pyar kabhi ik Tarfa hota hai na Hoga.mp3	gulzar	Gulzar {Gulzar}	Pyar kabhi ik Tarfa hota hai na Hoga	poezija	3gFS9CKU70Wm7vAoA0O1uW
../music/gulzar	Gulzar {Gulzar} _ Uski Gali.mp3	gulzar	Gulzar {Gulzar}	Uski Gali	poezija	3gFS9CKU70Wm7vAoA0O1uW
../music/gulzar	Gulzar {Gulzar} _ Ye Khel Aankhir Kisliye.mp3	gulzar	Gulzar {Gulzar}	Ye Khel Aankhir Kisliye	poezija	3gFS9CKU70Wm7vAoA0O1uW
../music/hariharan	Hariharan (AR Rahman) {P K Misra} _ Sun Ri Sakhi.mp3	hariharan	Hariharan (AR Rahman) {P K Misra}	Sun Ri Sakhi	carnatic ghazal fusion experimental	1TxVsxGHGjEGeIlaqQZ6bS
../music/hariharan	Hariharan (Lalitya Munshaw, Ranjit Barot) {Raajesh Johri} _ Conversation (More Ghar).mp3	hariharan	Hariharan (Lalitya Munshaw, Ranjit Barot) {Raajesh Johri}	Conversation (More Ghar)	carnatic arabesque symphonic psychedelic melodica	55mNQP3KOO74aKMEzUTFJX
../music/hariharan	Hariharan, Alka Yagnik, A.R. Rahman, Mohammed Aslam (AR Rahman) {Gulzar} _ Ay Hairathe.mp3	hariharan	Hariharan, Alka Yagnik, A.R. Rahman, Mohammed Aslam (AR Rahman) {Gulzar}	Ay Hairathe	sufi romantico	3Bq7CnWgfvplEzGSVXUvOe
../music/hariharan	Hariharan, Sadhna Sargam (AR Rahman) _ Chanda Re Chanda Re.mp3	hariharan	Hariharan, Sadhna Sargam (AR Rahman)	Chanda Re Chanda Re	carnatic romantico fusion	53hWGDdw53PAcjE6anKVZg
../music/hariharan	Harihararan (AR Rahman) _ Hai Rama.mp3	hariharan	Harihararan (AR Rahman)	Hai Rama	sufi ghazal fusion progressivo	0ZGicTeWpoIMpJax3NAuhn
../music/harmonium	Mrittika  _ Rangi Saari + Kesariya.mp3	harmonium	Mrittika	Rangi Saari + Kesariya	sufi hindustani fusion folk	3F2BSn4ayglzMwquBRHZq6
../music/harmonium	Piu Mukherjee _ Chait maas bole le koyaliya.mp3	harmonium	Piu Mukherjee	Chait maas bole le koyaliya	hindustani dhrupad folk fusion	4rMKIAhFgH5N239rMar3u3
