13.0.0.0.1%math rock
amitTrivedi%Amit Trivedi, Shilpa Rao, Nikhil D'Souza (Amit Trivedi) {Amitabh Bhattacharya},Gubbare,acousmatic roll
Kavita Seth% Amitabh Bhattacharya  (Amit Trivedi) {Javed Akhtar},Iktara Iktara,arabesque romanticism
Nachdi Phira%dreamgaze
0s and 1s Only%djent metal
Subject Zero%djent metal
Timeless%djent metal
Badger%math rock
Chinchilla%math rock
Crocodile%math rock
Dog%math rock
Elk%math rock
Panda%math rock
Quetzal%math rock
Zebra%math rock
Undertale: Megalovania%fantasy epic anime
Naruto: Sadness and Sorrow%elecro melancholica anime
Death Note Suite%hauntology anime
Aa Jaao - raw%melodica acousmatic pixie
Ankur Tewari (Ankur Tewari% Mike McKluskey) {Ankur Tewari},Jeene Mein Aye Maza,cabaret jazz
Ankur Tewari% The Ghalat Family,Dil Haare,pashto romantico rock
Ankur Tewari% The Ghalat Family,Harkat,halftime emo groove
Benny Dayal% Ankur Tewari,Thin Line of Blue,euphonium fuzz club
Chasing Shadows%ambient hindustani classical
Dancing In Madness%ambient hindustani classical
Fathers%ambient hindustani classical
Indian Summer%ambient hindustani classical
Lasya%flamenco hindustani
Monsoon%ambient hindustani classical
Traces Of You extn%ambient hindustani classical
anoushkaShankar%Anoushka Shankar, Karsh Kaale, Nora Jones,Easy,hindustani classical fusion
Anoushka Shankar% Nitin Sahworey,Flight,ambient hindustani classical
anoushkaShankar%Anoushka Shankar, Shilpa Rao, Ayanna Witter Johnson,Those Words,meloncholia dhrupad
Amar Shawhore%dissonant dreamgaze
Lokkhiti%grunge emo melenchloia rock
Teri Meri Baatein%fuzz rock
Javed Akhtar%Anupam Roy}[Satyaki Banerjee,Rishabh Ray,Nabarun Bose,Kaustav Biswas,Sandipan Parial,Ratul Shankar,Rohan Roy] _ Moner Manush - Coke Studio India Season4.mp3,anupamRoy,Satyaki Banerjee, Babul Supriyo, Anupam Roy (Anupam Roy) {Lalon Fakir,Javed Akhtar,Anupam Roy}[Satyaki Banerjee,Rishabh Ray,Nabarun Bose,Kaustav Biswas,Sandipan Parial,Ratul Shankar,Rohan Roy],Moner Manush - Coke Studio India Season4,baithak fusion dhrupad
Desi Thoughts%trance symphonic futurismo zenonesque
Naina Neer - Water%melodica violao capella
Surabhi Theme%vapor wave symphonic
Tere Bina%sufi romantico
Jashn-E-Bahaaraa%sufi romantico
Lata Mangeshkar% AR Rahman (AR Rahman),Lukka Chhupi,carnatic rock wave
Mika Singh% Nakash Aziz (AR Rahman){Irshad Kamil},Heer toh Badi Sad Hai,street folk funk
Raghav Mathur% Shilpa Rao (AR Rahman) {Gulzar},Ishq Shava,hip-hop punk melodica
Kabhi Kabhi Aditi%eclectonica dub jazz
ar%Shankar Mahadevan, Kavita Krishnamurthy (AR Rahman) {Majrooh Sultanpuri, Javed Akhtar},Kay Sera Sera,concertina psychedelic vapor
Saathiya%rhytm blues
SP Balasubrahmanyam% Sujatha Mohan (AR Rahman) {PK Mishra},Roja Jaaneman,orchaestral romanticism
Dheem Ta Dare%rhythm carnatic
Manmohini Morey%carnatic trallalero
Vijay Prakash% Mustafa (AR Rahman) {Gulzar},Beera Beera,experimental street folk
Yeh Fitoor Mera%vapour edm sufi
arijit%Arijit Singh (Hanif Sheikh) {Hanif Sheikh, Manoj Yadav, Arun Kumar},Tose Naina,sufi romantico pixie
Ae Zindagi Gale Laga Le%ghazal eclectonia arabesque symphic
Aaj Jane Ki Zid Na Karo%ghazal
Arijit Singh% Kaushiki,Kichhu Kichhu Kotha,orchestral xenharmonic hinduastani
Megh Bolechhe%robindro-songeet
Phagun Haway Haway%robindro-songeet
Ore Nil Doriya%norske folk fusion
Baat Nahi Karni%elecro mellow
Sapna%tropicalia emo ballad
Jaan Nisaar%romantico lo-fi
Asees Kaur% Raahat Fateh Ali Khan (Tanishk Bagchi),Tere Bin,romatico noir
Wars Of Faith%theremin symphonic anarcho-punk
We are Gods%theremin symphonic anarcho-punk
Ritviz% Nucleya,Roz,drupad fusion edm
Hotel California%flava melodica emo
Boulevard of Broken Dreams%mellow rock
Eleanor Rigsby%ballad
Here Comes The Sun%rock
Hey Jude%rock emo
I Want To Hold Your Hand%jazz rock
Within You Without You%avanr-garde rock
AR Rahman% Berklee Indian Ensemble,Kun Faya Kun,sufi orchestral
berkleeIndianEnsemble%AR Rahman, Berklee Indian Ensemble, Prasanna,Desi Thoughts,xenharmonic symphonic
 Mohini Dey _ Thee Thee & Malargale.mp3%berkleeIndianEnsemble,AR Rahman, Berklee Indian Ensemble, Prasanna, Mohini Dey,Thee Thee & Malargale,orchestral xenharmonic carnatic wonky
Berklee Indian Ensemble% Shreya Ghoshal,Aap Ki Nazron Ne Samjha,orchestral classical  capella
Ghar%ouroboros wave
Tu Hoti Toh%ouroboros wave
Flow Live Set (Demo Tape)%chamber
I'm Leaving%chamber orchestral acousmatic
Indian Classical Aligarh Theme%euphonium acousmatic hindustani dhrupad
Momentary Present%chamber orchestral acousmatic
Opening%chamber orchestral acousmatic
Bhrigu Sahni%Tanpura Jam Series, Ep 1,euphonium acousmatic hindustani dhrupad
Bhrigu Sahni%Tanpura Jam Series, Ep 2,euphonium acousmatic hindustani dhrupad
Time To Fall @ Sofar Delhi NCR%chamber orchestral acousmatic
Traveling%chamber orchestral acousmatic
Tribute%chamber orchestral acousmatic
bad guy%dark grime edm
bury a friend%dark wave pop
everything i wanted%meloncholia eclectonica pop
Billie Eilish% Khalid,lovely,grime synth pop
Bill Wurtz%History of the Entire Eorld, I Guess,szanty
La de da de da%szanty edm
Might Quit%szanty edm
Vazeer e azam%anarcho-punk rock
Bunnayn-za%anarcho-punk rock
Jiggernaut%anarcho-punk rock
Mojambo%anarcho-punk rock
My Punjabi Love for you%anarcho-punk rock
Fergalicious%rap bebop beatboxing glam
London Bridge%wave rap bebop
Shut Up%bebop emo trap plunderphonics
Bombay Theme%experimental carnatic 8-bit
Uyire Uyire%romantico experimental carnatic
Kehna Hi Kya%experimental
Tu Hi Re(The Unwind Mix)%romantico experimental carnatic
Ek Ho Gaye Hum Aur Tum%experimental hip-hop
Azad%abstractro arabesque symphonic ouroboros
Tilak%abstractro arabesque symphonic ouroboros
Aishwarya Joshi% Roshan Khan (Bandish Project),Bandar Baant,folk qawalli plunderphonics
Alka Yagnik% Ila Arun (Laxmikant-Pyarelal),Choli Ke Peeche Kya Hai,folk orchestral bubblegum
A Horse With No Name%mellow cowboy country
Mere Angne%norske plunderphonics
Anuradha Paudwal% Bappi Lahiri,Tamma Tamma,disco chamber
Jaane Bhi Do Yaaro%groove underground edm
Jawani Janeman Haseen Dilruba%disco zither
Rappan Rappi Rap%disco rap hula
One Way Or Another%bebop industrial rock hi-nrg
Bodak Yellow%rap
This Dot%experimental edm plunderphonics
Pumped up Kicks%concertina jazz bebop
Party With The Bhoothnath%bebop rap
Breathless%vocaloid rhythm xenharmonic plunderphonics carnatic rap
Flamingo%flava funk kawaai bebop
 Jesus Bola] _ Macarena.mp3%bops,Los Del Rio (Antonio Romero Monge, Rafael Ruiz Perdigones {Antonio Romero Monge, Rafael Ruiz Perdigones} [Manuel Soler, Jesus Bola],Macarena,latino tap  jig
Tinku Jiya%bubblegum erotica truck-driving bebop
Jibone Ki Paabo Na%bubblegum bebop swing flava
Tamanche Pe Disco%cowbay club disco
No one lives forever%funk rock
Lollypop Lagelu%truck-driving folk funk
Priya Panchal (Sneha Khanwalkar) {Amitabh Verma%Sneha Khanwalkar},Maa Ka Phone,szanty plunderphonics edm
Quvenzhané Wallis (Charles Strouse) {Martin Charnin} [Greg Kurstin% David Campbell],It's The Hard Knock Life,bedroom broadway bebop  hi-nrg
Prem Rosika Hobo Kemone%tropicalia trikiti folk
Mr Sandman%flava rumba
Like A Boss%meme rap eclectonia
bops%Tochi Raina, Shriram Iyer, Aditi Singh Sharma (Amit Trivedi) {Amitabh Bhattacharya},Dilli,progressivo rock
Riptide%folk acoustmatic
The Fox%plunderphincs bebop
Bite The Hand%chamber emo rock
Salt In The Wound%chamber emo rock
Lord Huron% Phoebe Bridgers,The Night We Met,chamber emo rock
Motion Sickness%chamber emo rock
Criminal%pop techno
Toxic%wave hauntology rave pop
Bridges%duo psy hip-hop eclectonica
Heartlines%duo psy hip-hop eclectonica
Never Gonna Change%duo psy hip-hop eclectonica
Une Barque Sur L'océan%meloncholia melodica symphonic
callMeByYourName%Joe Esposito,Lady, Lady, Lady,synth pop ballad
Hallelujah Junction (1st Movement)%ballet
M.A.Y In The Backyard%symphonix kawaai rhythm 8-bit
Futile Devices Doveman Remix%acousmatic alley romantico
Mystery Of Love%romanticism  religieux erotica baroque
Visions of Gideon%melancholia ouroboros synth 8-bit
Love My Way%psychedelic wave punk rock
cappricio guitar%acousmatic harmony
All Of Me Wants All Of You%folk experimental synth
Blue Bucket of Gold%folk experimental synth
Carrie & Lowell%folk experimental synth
Death With Dignity%folk experimental synth
Drawn To The Blood%folk experimental synth
Eugene%folk experimental synth
Fourth Of July%folk experimental synth
John My Beloved%folk experimental synth
No Shade in the Shadow of the Cross%folk experimental synth
Should Have Known Better%folk experimental synth
Affection%dreamgaze pop
Apocalypse%dreamgaze pop
Soney Do%dark wave emo futurismo
Ek Charraiya%dark wave
Life in Technicolor%alternative abstractro
The Scientist%alternative bedroom
Viva La Vida%alternative rock epic
Hollywood%anarcho-punk rock
Linger%anarcho-punk rock
When You're Gone%anarcho-punk rock
Zombie%anarcho-punk rock
Steady Waves%alternative rock 8d
The Depths%alternative rock 8d
Floated By - cover%roll
Fly Me To The Moon - cover%roll
A Death in the Gunj%ambient folk noir
Into the Gunj%ambient folk noir
Kabaddi%ambient folk noir
Planchette%ambient folk noir
Shutu's Pain%ambient folk noir
The Sweater%ambient folk noir
Benny Dayal% Tanvi (AR Rahman) {Prasoon Joshi},Rehna Tu,folk rock arabesque
Javed Ali% Kailash Kher (AR Rahman) {Prasoon Joshi},Arziyan,qawaali
Masakali%folk rock arabesque
 Mahathi (AR Rahman) _  Genda Phool.mp3%delhi6,Rekha Bhardwaj, Shraddha Pandit, Sujata Mazumder, Mahathi (AR Rahman),Genda Phool,folk baithak rhythm
Switti Switti%pashto hip-hop
delhiBelly%Keerthi Sagathia (Ram Sampath){Akshat Verma, Munna Dhiman},Nakkadwaley Disco, Udhaarwaley Khisko,sufi baithak plunderphonics
DK Bose%plunderphonics street rap
Amitabh Bhattacharya% Amit Trivedi (Amit Trivedi) {Amitabh Bhattacharya},Emosaonal Atyachar -  Brass Band,plunderphonics rhythm blues
Pardesi%flava fuzz pop fusion
dilSe%KS Harisankar,Pragathi Band,Rajhesh Vaidhya (AR Rahman),Jiya Jale - Kurvalikiliye,carnatic experimental ambeat
Jiya Jale%carnatic experimental ambeat
Sonu Nigam% Kavita Krishnamurthy (AR Rahman),Satrangi Re,experimental rhythm symphoniv=c
Udit Narayan% Mahalakshmi Iyer (AR Rahman) {Gulzar},E Ajnabi Tu Bhi Kabhi,trance romanticism dissonant
Bliss Quest%math rock
There's no 'I' in Time%math rock
This Town Needs Guns%Whatever, Whenever,math rock
Yaad Aa Raha Hai%disco funk pop
Bappi Lahiri% Usha Uthup {Faruk Kaiser},Koi Yahan Aha Nache Nache,disco
Jimmi Jimmi Jimmi%disco
I Am A Disco Dancer%disco
Clint Mansell% Kevin Kiner,Doom Patrol Main Titles,emo abstractro 8d
Home Pt 2 (It's Time To Go Home)%emo blues
Busy in Beige%hula kawaai fuzz
Normal Things%hula kawaai fuzz
Beautiful%rap
Lose Yourself%alternative rock pop
Mockingbird%rap
Eminem% Dido,Stan,rap
Hand Crushed by a Mallet%experimental industrial bubblegum bass
Na Kaho%arabesque rock dreamgaze
Junoon%rock arabesque symphonic
Kill the Pain%hammered metal
Runnin%eclectonica grime pop
Skyfall%orchestral symphonic rock
Adnan Dhool% Momina Mustehsan,Awari,dissonant trap tehno fusion
Hit Me With Your Best Shot%emo vapour hauntology
Tu Koi Aur Hai%fuzz folk lullaby
Inayat%theremin sufi rock
Fighting For A Lost Cause%gothic progressivo rock
Goodbye%ambient eletronica glitch techno pop
Aji Jharo Jharo%robindro-songeet
Do I Wanna Know%garage rock permanent wave
Jugni%sufi thermin
emo%Arjun Kanungo, Suraj Jagan, Priya Panchal (Sachin_ Jigar) {Amitabh Bhattacharya},Khoon Choosle,weirdcore wrestling plunderphonics
Eka Beche Thakte Shekho Priyo%mellow melancholia
My Happy Ending%glam emo rock
Run%alternative stomp rock
Doom Days%tropicalia rock
Ek Akela Is Shaher Mein%alley ghazal
Jóga%8-bit abstractro ambient symphonic
I Miss You%ambeat 8-bit rhythm
For the Damaged Coda%eclectonica psy spytrack acid
Let Sleeping Corpses Lie%psychedelic doom metal
Bonafide%Bilal Saeed,Memories,rap pop  emo
Bonjr%It's ok, You're ok,8-bit abstractro ambient symphonic
Pain breaks the Rythm%dissonant 8d blues metal
Joke's On You%emo vapour 8d
Letters From the Sky%ballad symphonic
This side of paradise%synth pop pixie rock
Danger Mouse% Daniele Luppi,Black ft. Norah Jones,abstractro emo dissonant
Breaking Bad Theme%dissonant vapor trap
J.D. Blows Up%orchestral 8-bit 8d trance
Lazy%blues rock metal
Jolene%country ballad
Mirage%trance trap psy metal
Arcade%pixie synth
Nibhana%alternative progressivo rock
Saajna%synth slush romantico blues
Mary Magdalene%electro folk relegieux ouroboros
Immersion%math metal
Achilles Come Down%orchestral noir neo relegiuex emo rock
Not Your Kind Of People%mallet nu rock industrial twitch
Somebody That I Used To Know%fuzz electro pop
Oblivion%electro escape wave
goner%emo trap rap fuzz
Knockin' On Heaven's Door%glam metal
Hannah Hart% James Warburton,Ash Again,rock blues 8d
One%mellow pop rock
Clouds in Cloudless Skies%8-bit 8d ai ambeat
Illenium% Jon Bellion,Good Things Fall Apart,melodica dup tropicalia pop
Hide And Seek%ethereal pop 8d
Rainspell%symphonic 8-bit 8d abstractro ambeat hauntology
Spiraling%emo progressivo  rock
I'd Love to Change the World%baritone trap thrash
I Hate Myself for Loving You%glam punk rock
If God Was One Of Us%techno glam pop
Hurt%country meloncholia
Line of fire%rock blues moorish
Kaghaz Ka Jahaz%arabesque rhythm tap
Mirzapur Intro theme - cover%experimental trap 8d
jao pakhi bolo tare%folk classical fusion ballad
Black Dog%rock swing
Below%futuristic 8d mellow trap
Mega Ghost%experimental noise rock
May Failure be Your Noose%industrial folk metal
Elephants and Little Girls%norse weightless wave
Baadalon ki Gehrai%weightless noir lullaby fuzz
Bubblegum B!tch%rhythm glam rock
Everybody Gets High%trap electro neo
Inside Out%noir pop
Rhapsody in Green%psychedelic synth lullaby
God Was Never on Your Side%alternative speed rock
Jochhona Korechhe Ari%baithak ghazal romanticism
Kill All Your Friends%emo punk rock
Closer%8-bit 8d pixie
No One's Here To Sleep%rhythm blues tropicalia
Blue Monday%wave pop disco
Sun Down%melodeath
Ononna% Kartik Das,O Kolonkini Radha,folk noir orchestral
Shukriya%8-bit norse fuzz experimental folk
Raah Piya%hindustani pop renaissance romantico
The song of the world's last whale%norse steady avant-garde
This is the Picture%ai dissonant bubblegum wave
I Fall Apart%rap melodica
Human%neo nu rock
Ami Kaan Pete Roi%classical dhrupad balled
Vibrations on a String%ambient electro eclectonia
Silence Means Nothing%thrash metal
Fare Thee Well%acoustic vocaloid rock
Ron Jones% Butch Hartman,Fairly odd Parents,tap rhythm
Jaanam Fida-e-Haideri%arabesque neo religieux
Rani Sa%experimental trap
Cotton Candy Skies%romantico acoustic blues
Hard Time%soul electro pop
Mann Jaage%sufi rhythm pop
Kisay Da Yar - Pepsi Battle of the Bands Season 2%arabesque metal
Shruti Pathak% Salim Merchant (Salim_ Sulaiman) {Irfan Siddiqui},Mar Jawaan,sufi emo ouroboros
Sajna%pashto pop
The End of the World%ballad
Ember%acousmatic ouroboros
Ship in a Bottle%8-bit techno rock
emo%Supriyaa Paathak, Naveen Koomar, Jai Rajesh Arya,Bezubaan - The Audio Film Project,experimental sufi fusion rock
ily%tropicalia roll pop
Come Down%ethereal ouroboros
Duti Pakhi Duti Teere%ghazal romanticism
Kajal Nadir Jale%rhythm blues
Tumbling Lights%acid trance escape nu
Angel With A Shotgun%pop rock
Humans%rock roll jig neo soul
Turn Into Earth%psychadelic rock symphonic
Analyse%eclectonica 8-bit synth
With Or Without You%wave rock
Drowning In Sorrows%acoustic rock
Tamanna%acoustic religieux arabesque rock
Without A Word%alternative pop fuzz
Time Of The Season%bubblegum folk rock
El Monte Claro%8d 8bit speed symphonic
La Flamenca%8d 8bit speed symphonic
Maeri%pashto pop rock
Euphoria%Shreya Ghoshal,Jiya Jaye Na,romantico rock
Bring Me To Life%grime metal
Taking Over Me%ouroboros metal
Brother did you Weep%celtic folk
The Manchester Rambler%pirate szanty
Bhalobeshe Shokhi - cover%robindro-songeet
Kabhi Kabhi Mere Dil Mein - cover%capella dreamgaze arabesque balled
O Je Maane Na Maana - cover%robindro-songeet
Oliro Kotha Shune - cover%robindro-songeet
Big Love%rhythm szanty rock
The Chain%rhythm szanty rock
Hurts Like Hell%hammered fuzz euphonium
You're Somebody Else%synth pop harmony ouroboros
Father's Sins (Slowed + Reverb) Lofi%hammered fuzz euphonium
I Wasted You (Slowed + Reverb) Lofi%hammered fuzz euphonium
Love Is In The Small Things (Slowed + Reverb) Lofi%hammered fuzz euphonium
Dog Days Are Over%baroque pop tap rhythm
Florence + The Machine%No light, no light,baroque pop stomp
Ship To Wreck%baroque pop holler grunge
American Beauty%grunge electro pop
Centuries%emo rock
Immortals%fantasy rock pop
Diving with My Harpoon%zenonesque weightless waltz
Flirting at the Masquerade%waltz symphonic
Slow Day%waltz xenharmonic violao
fukrey%Kailash Kher, Pradipta Guha, Keerthi Sagathia (Ram Sampath) {Munna Dhiman},Karle Jugaad Karle,street pashto plunderphonics
Ambarsariya%folk fusion pop
My Mistake%emo neo mellow teen-pop
Start of Time%emo neo mellow teen-pop
Kyun Hai%sufi edm
Mann Mera%sufi rock
Mera Jahan%sufi pop ouroboros
Tune Mere Jana%emo teen-pop
O Womaniya%folk szanty
Jiya Tu Bihar Ke Lala%folk truck-driving whitle
Altaf Raja% Amit Trivedi (Amit Trivedi) {Amitabh Bhattacharya},Jholu Ram,rock roll plunderphonics
Ghanchakkar Babu%rock roll plunderphonics
Divya Kumar% Amit Trivedi (Amit Trivedi) {Amitabh Bhattacharya},Allah Meherbaan,rock roll sufi
Lazy Lad%rock roll erotica
Pyar kabhi ik Tarfa hota hai na Hoga%poezija
Uski Gali%poezija
Ye Khel Aankhir Kisliye%poezija
Sun Ri Sakhi%carnatic ghazal fusion experimental
Hariharan (Lalitya Munshaw% Ranjit Barot) {Raajesh Johri},Conversation (More Ghar),carnatic arabesque symphonic psychedelic melodica
 Mohammed Aslam (AR Rahman) {Gulzar} _ Ay Hairathe.mp3%hariharan,Hariharan, Alka Yagnik, A.R. Rahman, Mohammed Aslam (AR Rahman) {Gulzar},Ay Hairathe,sufi romantico
Hariharan% Sadhna Sargam (AR Rahman),Chanda Re Chanda Re,carnatic romantico fusion
Hai Rama%sufi ghazal fusion progressivo
Rangi Saari + Kesariya%sufi hindustani fusion folk
Chait maas bole le koyaliya%hindustani dhrupad folk fusion
High on Five ~ Khanda Jati%folk fusion theremin symphonic percussion
Tu Mane Ya Na Mane - Coke Studio  India Season 1%baithak ghazal romantico
End Title%experimental melodica symphonic orchestral
Man Mauj Mein - Part 1%experimental melodica symphonic orchestral 8d
Man Mauj Mein - Part 2%experimental melodica symphonic orchestral 8d
Opening Title%experimental melodica symphonic orchestral
AR% Lourembam Bedadbati,Floating Circles,experimental melodica symphonic orchestral vocaloid folk
AR% Mickma Tshering Lepcha,Rainmaker,experimental melodica symphonic orchestral folk
AR% Sajith Vijayan,Wakeup Jungle,experimental melodica symphonic orchestral percussion
AR% Ustad Mohi Baha Uddin Dagar,Sunset Malkauns,experimental melodica symphonic orchestral
Lily's Theme%xenharmonic melodica mellow
A Window To The Past%xenharmonic melodica mellow
Malfoy's Mission%xenharmonic melodica mellow
uwu%kawaai romantico
Tum Mile Dil Khile - cover%techno romantico carnatic fusion
Romy% Pawni Pandey (Shashwat Sachdev) {Anvita Dutt},Sahiba,pashto fusion pop
Saaluthillave%romantico ghazal fusion pop
Sooraj Santhosh% Madhuvanthi Narayan (Vishnu Vijay {Vinayak Sasikumar},Aaradhike,romantico carnatic pop
Malare%carnatic arabesque melodica
Aashiqui Mein Teri%trikiti techno arabesque edm
Aye Meri Zohrajabeen%progressivo rock
Jhalak Dikhla Ja%trikiti techno sufi edm
I Like It When You Love Me (Home Tapes Video)%electro pop
Lonely Star%electro pop
Tomar Bhubone Phuler Mela%fuzz hindustani romantico mellow
Reborn%epic 8-bit synth
Altamash Faridi (Rochak Kohli) {Gautam G Sharma% Gurpreet Saini},Bheege Mann,mellow pop
Amit Mishra% Neeti Mohan (Rochak Kohli) {Adheesh Verma},Meer-E-Kaarwan,sufi rock
Snowball%lo-fi jazz synth
Returning%8-bit pixie electro zenonesque
Forest Fire%bedroom acousmatic wave
Honey Jars%eugene euphonium mellow acousmatic
The First Cut Is the Deepest%mellow rock
Charlie Puth% Selena Gomez,We Don't Talk Anymore,teen-pop
honeysuckle%Chinmayi, Govind Vasantha (Govind Vasantha) {Karthik Netha} [Govind Vasantha, Kiran],Kaathalae Kaathalae,arabesque fusion experimental chamber
Rockabye%tropicalia rap pop
at TedX Budapest%beatboxing melodica symphonic
Udh Chaliye%pashto hip hop
Dooriyan%pop rap symphonic
Looking for Knives%experimental trap mellow trallalero
Ropa De Bazar%trikiti tropicalia mellow tavern
I Won't Dance%tap euphonium melodica
Outside With The Cuties%kawaai romantico street bubblegum
Daydream By Design%alternative pop fuzz
Halo%rhythm pop holler
Eyes - Edit%abstractro dub symphonic fusion
Hannah Ellis% Nick Wayne,If the World Was Ending - cover,acousmatic romantico fuzz
Rangiye Diye Jao%hindustani classical melodica
You're Only Lonely%folk mellow country pop
Nocturnal Waltz%neo classical symphonic 8d
Saiyyan%arabesque rock mellow
Falling In Love At A Coffee Shop%acousmatic neo mellow pop
Pyaar kiya to darna Kya%hindustani renaissance
Lag Jaa Gale%dhrupad baithak ballet
Telilit%arabesque melodica mellow violoa folk
Starry Starry Night%neo soul
You Don't Know Me%soul vocaloid
Neon%electro pop dissonant
wishing u well%futurismo soul fuzz
For Aisha%electro futurismo trap
The Dickhead Song%country jig
Starlight%alternative wave rock
Stairway To Heaven%cloud synth zenonesque
Intezaar%lo-fi zenonesque sufi hip-hop
Strange Land (Live) Acoustic Sessions%acousmatic rhythm blues twitch
Nilotpal Sinha% Shruti Dhasmana,Naino Ke Ishaare,hindustani romantico pop
Love Brought Weight%stomp folk alternative rock chamber
Cet Amour Me Tue%dissonant classical chamber 8d vocaloid
Washing Of The Water%mellow wave rock
Dreaming of Fiji%ambient classical pixie 8-bit
All We Know%tropical edm pop
Porth Nole% Sam Acaes,Tonight I Sleep,baroque pixie ambient
Hai Zaroori - 1st verse%bedroom pop
Nindiya Na Aaye%dhrupad ballad
Sufi%romantico sufi
Reborn%epic 8-bit symphonic 8d
Solari%ambient anime 8d symphonic
Safarnama%sufi pixie pop
Chinese New Year%garage pixie rock
E Gaane Prajapati%ballet capella
Galliyan%acousmatic pop
Snowfall%synth bedroom lullaby
Mystic Trip to Al-Dzazir%psychadelic jazz rscape jig hula edm
Naina%pop sufi
Taniye%baroque carnatic progressivo
Ladies and Gentlemen We Are Floating in Space%freak noise folk alternative ouroboros synth
Fragile%eclectonia wave folk moorish
Where's My Love%alternative rock pop
Dumb Ways to Die%bubblegum acousmatic
Kya Tum Naraaz Ho - raw%ambient romantico vocaloid pixie
Khush%rap melodica
Weird Circles%math rock
Woodland%folk rock
Muesli%shaabi rock
Last Dance%kawaai tango rune chamber
Brooks Was Here%symphonic orchestral 8d noir
Two Moons%synth symphonic alpine
There's No Business Like Show Business%eclectonia
Mujhe Teri%pop romantico
Linus and Lucy%jazz rumba
Illuminate%progressivo noir rock wave
Astrid Goes For A Spin%orchestral epic 8d
Battling The Green Death%orchestral epic 8d
Coming Back Around%orchestral epic 8d
Counter Attack%orchestral epic 8d
Dragon Battle%orchestral epic 8d
Dragon Training%orchestral epic 8d
Dragon's Den%orchestral epic 8d
John Powell%Focus, Hiccup!,orchestral epic 8d
Forbidden Friendship%orchestral epic 8d
New Tail%orchestral epic 8d
Not So Fireproof%orchestral epic 8d
Ready The Ships%orchestral epic 8d
See You Tomorrow%orchestral epic 8d
Sticks & Stones%orchestral epic 8d
The Cove%orchestral epic 8d
The Downed Dragon%orchestral epic 8d
The Dragon Book%orchestral epic 8d
The Kill Ring%orchestral epic 8d
The Vikings Have Their Tea%orchestral epic 8d
This Is Berk%orchestral epic 8d
This Time For Sure%orchestral epic 8d
Where's Hiccup%orchestral epic 8d
Wounded%orchestral epic 8d
Almost%soul folk blues religieux fusion
As It Was%soul folk blues fusion
Cherry Wine%soul folk blues religieux fusion
Like Real People Do%soul folk blues fusion
Movement%soul folk blues religieux fusion
Sunlight%soul folk blues fusion
Take Me To Church%soul folk blues religieux fusion
Talk%soul folk blues religieux fusion
