folder,file,album,artist,title
"../music/noSmoking","Sukhwinder Singh (Vishal Bharadwaj)  {Gulzar} _ Phoonk De.mp3","no Smoking","Sukhwinder Singh (Vishal Bharadwaj)  {Gulzar}", "Phoonk De"
"../music/noSmoking","Sukhwinder Singh, Daler Mehndi, Vishal Bhardwaj (Vishal Bharadwaj)  {Gulzar} _ Kash Laga.mp3","no Smoking","Sukhwinder Singh, Daler Mehndi, Vishal Bhardwaj (Vishal Bharadwaj)  {Gulzar}", "Kash Laga"
"../music/noSmoking","Deva Sengupta (Vishal Bharadwaj)  {Gulzar} _ Ash Tray.mp3","no Smoking","Deva Sengupta (Vishal Bharadwaj)  {Gulzar}", "Ash Tray"
"../music/noSmoking","Rekha Bhardwaj (Vishal Bharadwaj)  {Gulzar} _ Phoonk De - Club Mix.mp3","no Smoking","Rekha Bhardwaj (Vishal Bharadwaj)  {Gulzar}", "Phoonk De - Club Mix"
"../music/shilpaRao","Shilpa Rao _ Yaara Seeli Seeli.mp3","shilpa Rao","Shilpa Rao", "Yaara Seeli Seeli"
"../music/shilpaRao","Shilpa Rao _ Duma Dum.mp3","shilpa Rao","Shilpa Rao", "Duma Dum"
"../music/shilpaRao","Shilpa Rao _ Challa.mp3","shilpa Rao","Shilpa Rao", "Challa"
"../music/shilpaRao","Shilpa Rao _ Ankhiyan Udeek.mp3","shilpa Rao","Shilpa Rao", "Ankhiyan Udeek"
"../music/shilpaRao","Shilpa Rao _ Aaye Na Balam.mp3","shilpa Rao","Shilpa Rao", "Aaye Na Balam"
"../music/shilpaRao","Shilpa rao _ Kaise ho Tum.mp3","shilpa Rao","Shilpa rao", "Kaise ho Tum"
"../music/shilpaRao","Shilpa Rao, Anand Bhaskar, Abhijeet Srivastava _ Shaabashiyan.mp3","shilpa Rao","Shilpa Rao, Anand Bhaskar, Abhijeet Srivastava", "Shaabashiyan"
"../music/shilpaRao","Shilpa Rao _ Latha.mp3","shilpa Rao","Shilpa Rao", "Latha"
"../music/shilpaRao","Shilpa Rao _ Ankhiyan Nu.mp3","shilpa Rao","Shilpa Rao", "Ankhiyan Nu"
"../music/shilpaRao","Shilpa Rao (Amit Trivedi) _ Manmarziyan.mp3","shilpa Rao","Shilpa Rao (Amit Trivedi)", "Manmarziyan"
"../music/gangsOfWasseypur","Manoj Tiwari (Sneha Khanwalkar) {Varun Grover} _ Jiya Tu Bihar Ke Lala.mp3","gangs OfWasseypur","Manoj Tiwari (Sneha Khanwalkar) {Varun Grover}", "Jiya Tu Bihar Ke Lala"
"../music/gangsOfWasseypur","Khushboo Raaj (Sneha Khanwalkar) {Varun Grover} _ O Womaniya.mp3","gangs OfWasseypur","Khushboo Raaj (Sneha Khanwalkar) {Varun Grover}", "O Womaniya"
"../music/ofMonstersAndMen","Of Monsters And Men _ Love Love Love.mp3","of MonstersAndMen","Of Monsters And Men", "Love Love Love"
"../music/ofMonstersAndMen","Of Monsters and Men _ King And Lionheart.mp3","of MonstersAndMen","Of Monsters and Men", "King And Lionheart"
"../music/indianOcean","Indian Ocean _ Mann Kasturi.mp3","indian Ocean","Indian Ocean", "Mann Kasturi"
"../music/indianOcean","Indian Ocean _ Zindagi Se Darte Ho.mp3","indian Ocean","Indian Ocean", "Zindagi Se Darte Ho"
"../music/indianOcean","Indian Ocean _ Tu Kisi Rail Si.mp3","indian Ocean","Indian Ocean", "Tu Kisi Rail Si"
"../music/indianOcean","Indian Ocean _ Bandheh.mp3","indian Ocean","Indian Ocean", "Bandheh"
"../music/kishori","Kishori Amonkar _ Milta Jaiyo - Keharwa.mp3","kishori","Kishori Amonkar", "Milta Jaiyo - Keharwa"
"../music/kishori","Kishori Amonkar _ Saheliya Sajan Ghar Aye - Raga Durga: Teentaal.mp3","kishori","Kishori Amonkar", "Saheliya Sajan Ghar Aye - Raga Durga: Teentaal"
"../music/kishori","Kishori Amonkar _ Ek Hi Sang Hute.mp3","kishori","Kishori Amonkar", "Ek Hi Sang Hute"
"../music/progTabla","ProgTabla _ Woven Web (Tabla Experiment).mp3","prog Tabla","ProgTabla", "Woven Web (Tabla Experiment)"
"../music/progTabla","ProgTabla, Sitar Metal _ When Time Stands Still (Tabla Experiment).mp3","prog Tabla","ProgTabla, Sitar Metal", "When Time Stands Still (Tabla Experiment)"
"../music/progTabla","ProgTabla _ Fall of Sirius (Tabla Experiment).mp3","prog Tabla","ProgTabla", "Fall of Sirius (Tabla Experiment)"
"../music/bhrigu","Bhrigu Sahni _ Opening.mp3","bhrigu","Bhrigu Sahni", "Opening"
"../music/bhrigu","Bhrigu Sahni _ Flow Live Set (Demo Tape).mp3","bhrigu","Bhrigu Sahni", "Flow Live Set (Demo Tape)"
"../music/bhrigu","Bhrigu Sahni _ Momentary Present.mp3","bhrigu","Bhrigu Sahni", "Momentary Present"
"../music/bhrigu","Bhrigu Sahni _ Tanpura Jam Series, Ep 1.mp3","bhrigu","Bhrigu Sahni", "Tanpura Jam Series, Ep 1"
"../music/bhrigu","Bhrigu Sahni _ Tribute.mp3","bhrigu","Bhrigu Sahni", "Tribute"
"../music/bhrigu","Bhrigu Sahni _ Time To Fall @ Sofar Delhi NCR.mp3","bhrigu","Bhrigu Sahni", "Time To Fall @ Sofar Delhi NCR"
"../music/bhrigu","Bhrigu Sahni _ Indian Classical Aligarh Theme.mp3","bhrigu","Bhrigu Sahni", "Indian Classical Aligarh Theme"
"../music/bhrigu","Bhrigu Sahni _ I'm Leaving.mp3","bhrigu","Bhrigu Sahni", "I'm Leaving"
"../music/bhrigu","Bhrigu Sahni _ Tanpura Jam Series, Ep 2.mp3","bhrigu","Bhrigu Sahni", "Tanpura Jam Series, Ep 2"
"../music/bhrigu","Bhrigu Sahni _ Traveling.mp3","bhrigu","Bhrigu Sahni", "Traveling"
"../music/gabrielleAplin","Gabrielle Aplin _ Start of Time.mp3","gabrielle Aplin","Gabrielle Aplin", "Start of Time"
"../music/gabrielleAplin","Gabrielle Aplin _ My Mistake.mp3","gabrielle Aplin","Gabrielle Aplin", "My Mistake"
"../music/jagjit","Jagjit Singh _ Hosh Walon Ko.mp3","jagjit","Jagjit Singh", "Hosh Walon Ko"
"../music/jagjit","Jagjit Singh {Gulzar} _ Woh Khat Ke Purze Udaa Raha Tha.mp3","jagjit","Jagjit Singh {Gulzar}", "Woh Khat Ke Purze Udaa Raha Tha"
"../music/jagjit","Jagjit Singh _ Koi Yeh Kaise Bataye.mp3","jagjit","Jagjit Singh", "Koi Yeh Kaise Bataye"
"../music/jagjit","Jagjit Singh _ Teri Berukhi.mp3","jagjit","Jagjit Singh", "Teri Berukhi"
"../music/jagjit","Jagjit Singh _ Tum Itna Jo Muskura Rahe Ho.mp3","jagjit","Jagjit Singh", "Tum Itna Jo Muskura Rahe Ho"
"../music/jagjit","Jagjit Singh _ Hothon Se Chhulo Tum.mp3","jagjit","Jagjit Singh", "Hothon Se Chhulo Tum"
"../music/jagjit","Jagjit Singh _ Jhuki Jhuki Si Nazar.mp3","jagjit","Jagjit Singh", "Jhuki Jhuki Si Nazar"
"../music/mithoon","Mithoon (Mustafa Zahid) _ Zaroorat.mp3","mithoon","Mithoon (Mustafa Zahid)", "Zaroorat"
"../music/mithoon","Roop Kumar Rathod (Mithoon) {Sayeed Quadri} _ Maula Mere Maula.mp3","mithoon","Roop Kumar Rathod (Mithoon) {Sayeed Quadri}", "Maula Mere Maula"
"../music/mithoon","Noor Chahal, (Roop Kumar Rathod, Mithoon Sharma, Naresh Shrama) {Sayeed Qadri} _ Woh lamhe - cover.mp3","mithoon","Noor Chahal, (Roop Kumar Rathod, Mithoon Sharma, Naresh Shrama) {Sayeed Qadri}", "Woh lamhe - cover"
"../music/hariharan","Hariharan (AR Rahman) {P K Misra} _ Sun Ri Sakhi.mp3","hariharan","Hariharan (AR Rahman) {P K Misra}", "Sun Ri Sakhi"
"../music/hariharan","Hariharan, Alka Yagnik, A.R. Rahman, Mohammed Aslam (AR Rahman) {Gulzar} _ Ay Hairathe.mp3","hariharan","Hariharan, Alka Yagnik, A.R. Rahman, Mohammed Aslam (AR Rahman) {Gulzar}", "Ay Hairathe"
"../music/hariharan","Hariharan, Sadhna Sargam (AR Rahman) _ Chanda Re Chanda Re.mp3","hariharan","Hariharan, Sadhna Sargam (AR Rahman)", "Chanda Re Chanda Re"
"../music/hariharan","Harihararan (AR Rahman) _ Hai Rama.mp3","hariharan","Harihararan (AR Rahman)", "Hai Rama"
"../music/hariharan","Hariharan (Lalitya Munshaw, Ranjit Barot) {Raajesh Johri} _ Conversation (More Ghar).mp3","hariharan","Hariharan (Lalitya Munshaw, Ranjit Barot) {Raajesh Johri}", "Conversation (More Ghar)"
"../music/ritviz","Ritviz _ Udd Gaye.mp3","ritviz","Ritviz", "Udd Gaye"
"../music/ritviz","Ritviz _ Barso.mp3","ritviz","Ritviz", "Barso"
"../music/ritviz","Ritviz _ Sage.mp3","ritviz","Ritviz", "Sage"
"../music/slumdogMillionare","AR Rahman _ Mausam And Escape.mp3","slumdog Millionare","AR Rahman", "Mausam And Escape"
"../music/slumdogMillionare","AR Rahman _ Ringa Ringa.mp3","slumdog Millionare","AR Rahman", "Ringa Ringa"
"../music/slumdogMillionare","AR Rahman _ Latika's Theme.mp3","slumdog Millionare","AR Rahman", "Latika's Theme"
"../music/ohWonder","Oh Wonder _ The Rain.mp3","oh Wonder","Oh Wonder", "The Rain"
"../music/ohWonder","Oh Wonder _ Dazzle.mp3","oh Wonder","Oh Wonder", "Dazzle"
"../music/ohWonder","Oh Wonder _ Heart Hope.mp3","oh Wonder","Oh Wonder", "Heart Hope"
"../music/ohWonder","Oh Wonder _ Technicolour Beat.mp3","oh Wonder","Oh Wonder", "Technicolour Beat"
"../music/ohWonder","Oh Wonder _ All We Do.mp3","oh Wonder","Oh Wonder", "All We Do"
"../music/rockstar","Mohit Chauhan (AR Rahman) {Irshad Kamil} _ Phir se ud chala.mp3","rockstar","Mohit Chauhan (AR Rahman) {Irshad Kamil}", "Phir se ud chala"
"../music/rockstar","Mohit Chauhan (AR Rahman) {Irshad Kamil} _ Tum Ho.mp3","rockstar","Mohit Chauhan (AR Rahman) {Irshad Kamil}", "Tum Ho"
"../music/rockstar","Mohit Chauhan, Alma Ferovic (AR Rahman) Irshad Kamil} _ Aur Ho.mp3","rockstar","Mohit Chauhan, Alma Ferovic (AR Rahman) Irshad Kamil}", "Aur Ho"
"../music/rockstar","Mohit Chauhan (AR Rahman) {Irshad Kamil} _ Jo Bhi Main.mp3","rockstar","Mohit Chauhan (AR Rahman) {Irshad Kamil}", "Jo Bhi Main"
"../music/rockstar","Mohit Chauhan (AR Rahman) {Irshad Kamil} _ Nadaan Parindey.mp3","rockstar","Mohit Chauhan (AR Rahman) {Irshad Kamil}", "Nadaan Parindey"
"../music/robindroSongeet","Sumitra Sen _ Sokhi bhabona kahare Bole.mp3","robindro Songeet","Sumitra Sen", "Sokhi bhabona kahare Bole"
"../music/robindroSongeet","Indrani Sen _ Oo Ki Elo Oo Ki Elo.mp3","robindro Songeet","Indrani Sen", "Oo Ki Elo Oo Ki Elo"
"../music/robindroSongeet","Shubhayu (Rabindronath Tagore) _ Tumi Robe Nirobe on Esraj.mp3","robindro Songeet","Shubhayu (Rabindronath Tagore)", "Tumi Robe Nirobe on Esraj"
"../music/robindroSongeet","Gourab Sarkar, Nilanjan Ghosh {Rabindranath Tagore} _ Tumi kon Kanoner.mp3","robindro Songeet","Gourab Sarkar, Nilanjan Ghosh {Rabindranath Tagore}", "Tumi kon Kanoner"
"../music/robindroSongeet","Hemanta Mukherjee, Lata Mangeshkar _ Tumi Robe Nirobe Rabindra.mp3","robindro Songeet","Hemanta Mukherjee, Lata Mangeshkar", "Tumi Robe Nirobe Rabindra"
"../music/robindroSongeet","Anwesa (Rabindranath Tagore, Meghdeep Bose) {Rabindranath Tagore, Dilip Bose} [Meghdeep Bose] _ Jaanu Na.mp3","robindro Songeet","Anwesa (Rabindranath Tagore, Meghdeep Bose) {Rabindranath Tagore, Dilip Bose} [Meghdeep Bose]", "Jaanu Na"
"../music/robindroSongeet","Srikanto Acharya _  O Je Mane Na Mana.mp3","robindro Songeet","Srikanto Acharya", " O Je Mane Na Mana"
"../music/pinkFloyd","Pink Floyd _ Wish You Were Here.mp3","pink Floyd","Pink Floyd", "Wish You Were Here"
"../music/pinkFloyd","Pink Floyd _ Hey You.mp3","pink Floyd","Pink Floyd", "Hey You"
"../music/gajendraVerma","Gajendra Verma _ Kyun Hai.mp3","gajendra Verma","Gajendra Verma", "Kyun Hai"
"../music/gajendraVerma","Gajendra Verma _ Tune Mere Jana.mp3","gajendra Verma","Gajendra Verma", "Tune Mere Jana"
"../music/gajendraVerma","Gajendra Verma _ Mera Jahan.mp3","gajendra Verma","Gajendra Verma", "Mera Jahan"
"../music/gajendraVerma","Gajendra Verma _ Mann Mera .mp3","gajendra Verma","Gajendra Verma", "Mann Mera "
"../music/it","Benjamin Wallfisch _ Every 27 Years (Reprise).mp3","it","Benjamin Wallfisch", "Every 27 Years (Reprise)"
"../music/it","Benjamin Wallfisch _ Beverly.mp3","it","Benjamin Wallfisch", "Beverly"
"../music/it","Benjamin Wallfisch _ 27 Years Later.mp3","it","Benjamin Wallfisch", "27 Years Later"
"../music/it","Benjamin Wallfisch _ Blood Oath.mp3","it","Benjamin Wallfisch", "Blood Oath"
"../music/kaminey","(Vishal Bhardwaj) _ Kaminey.mp3","kaminey","(Vishal Bhardwaj)", "Kaminey"
"../music/kaminey","Sukhwinder Singh, Vishal Dadlani, Robert Bob Omulo (Vishal Bharadwaj) {Gulzar} _ Dhan Te Nan.mp3","kaminey","Sukhwinder Singh, Vishal Dadlani, Robert Bob Omulo (Vishal Bharadwaj) {Gulzar}", "Dhan Te Nan"
"../music/kaminey","Kunal Ganjawala, Sunidhi Chauhan, Rekha Bhardwaj, Suresh Wadkar, Earl (Vishal Bhardwaj) {Gulzar Music} _ Raat ke Dhai Baje.mp3","kaminey","Kunal Ganjawala, Sunidhi Chauhan, Rekha Bhardwaj, Suresh Wadkar, Earl (Vishal Bhardwaj) {Gulzar Music}", "Raat ke Dhai Baje"
"../music/rhtdm","AR Rahman _ RHTDM Theme.mp3","rhtdm","AR Rahman", "RHTDM Theme"
"../music/rhtdm","AR Rahman _ Zara Zara.mp3","rhtdm","AR Rahman", "Zara Zara"
"../music/britney","Britney Spears _ Toxic.mp3","britney","Britney Spears", "Toxic"
"../music/britney","Britney Spears _ Criminal.mp3","britney","Britney Spears", "Criminal"
"../music/beatles","The Beatles _ Within You Without You.mp3","beatles","The Beatles", "Within You Without You"
"../music/beatles","The Beatles _ Hey Jude.mp3","beatles","The Beatles", "Hey Jude"
"../music/beatles","The Beatles _ I Want To Hold Your Hand.mp3","beatles","The Beatles", "I Want To Hold Your Hand"
"../music/beatles","The Beatles _ Here Comes The Sun.mp3","beatles","The Beatles", "Here Comes The Sun"
"../music/beatles","The Beatles _ Eleanor Rigsby.mp3","beatles","The Beatles", "Eleanor Rigsby"
"../music/quarutalain","Quratulain Balouch, Kaavish _ Faasle (Coke Studio Season 10).mp3","quarutalain","Quratulain Balouch, Kaavish", "Faasle (Coke Studio Season 10)"
"../music/quarutalain","Quratulain Balouch _ Kaari Kaari.mp3","quarutalain","Quratulain Balouch", "Kaari Kaari"
"../music/quarutalain","Quratulain Balouch, Haroon Shahid _ Baliye - Laung Gawacha (Coke Studio Season 9).mp3","quarutalain","Quratulain Balouch, Haroon Shahid", "Baliye - Laung Gawacha (Coke Studio Season 9)"
"../music/quarutalain","Quratulain Balouch _ Main Tay Jogan Hoi Sonay Yaar Di.mp3","quarutalain","Quratulain Balouch", "Main Tay Jogan Hoi Sonay Yaar Di"
"../music/quarutalain","Quratulain Balouch _ Wo Humsafar Tha Magar.mp3","quarutalain","Quratulain Balouch", "Wo Humsafar Tha Magar"
"../music/quarutalain","Quratulain Balouch _ Mann Mayal.mp3","quarutalain","Quratulain Balouch", "Mann Mayal"
"../music/japnHouse","The Japanese House _ Swim Against The Tide.mp3","japn House","The Japanese House", "Swim Against The Tide"
"../music/japnHouse","The Japanese House _ Leon.mp3","japn House","The Japanese House", "Leon"
"../music/melanie","Melanie Martinez _ Pity Party.mp3","melanie","Melanie Martinez", "Pity Party"
"../music/melanie","Melanie Martinez _ Play Date.mp3","melanie","Melanie Martinez", "Play Date"
"../music/queen(band)","Queen _ Under Pressure.mp3","queen(band)","Queen", "Under Pressure"
"../music/queen(band)","Queen _ Bohemian Rhapsody.mp3","queen(band)","Queen", "Bohemian Rhapsody"
"../music/yellowDiary","The Yellow Diary _ Kashmir.mp3","yellow Diary","The Yellow Diary", "Kashmir"
"../music/yellowDiary","The Yellow Diary _ Marz.mp3","yellow Diary","The Yellow Diary", "Marz"
"../music/yellowDiary","The Yellow Diary _ Tere Jeya Hor Disdan.mp3","yellow Diary","The Yellow Diary", "Tere Jeya Hor Disdan"
"../music/yellowDiary","The Yellow Diary _ Afzai.mp3","yellow Diary","The Yellow Diary", "Afzai"
"../music/omkara","Sukhwinder Singh (Vishal Bharadwaj) {Gulzar} _ Omkara.mp3","omkara","Sukhwinder Singh (Vishal Bharadwaj) {Gulzar}", "Omkara"
"../music/omkara","Sunidhi Chauhan, Sukhwinder Singh Nachiketa Chakraborty, Clinton Cerejo, Vishal Dadlani (Vishal Bharadwaj) {Gulzar} _ Beedi.mp3","omkara","Sunidhi Chauhan, Sukhwinder Singh Nachiketa Chakraborty, Clinton Cerejo, Vishal Dadlani (Vishal Bharadwaj) {Gulzar}", "Beedi"
"../music/omkara","Shreya Ghoshal, Vishal Bhardwaj (Vishal Bharadwaj) {Gulzar} _ O Saathi Re.mp3","omkara","Shreya Ghoshal, Vishal Bhardwaj (Vishal Bharadwaj) {Gulzar}", "O Saathi Re"
"../music/omkara","Vishal Bharadwaj _ Omkara BG Score.mp3","omkara","Vishal Bharadwaj", "Omkara BG Score"
"../music/omkara","Rekha Bharadwaj _ (Vishal Bharadwaj) {Gulzar} _ Laakad.mp3","omkara","Rekha Bharadwaj", "Laakad"
"../music/omkara","Rekha Bhardwaj, Rakesh Pandit (Vishal Bharadwaj) {Gulzar} _ Namak.mp3","omkara","Rekha Bhardwaj, Rakesh Pandit (Vishal Bharadwaj) {Gulzar}", "Namak"
"../music/omkara","Rahat Fateh Ali Khan (Vishal Bharadwaj) {Gulzar} _ Naina.mp3","omkara","Rahat Fateh Ali Khan (Vishal Bharadwaj) {Gulzar}", "Naina"
"../music/omkara","Vishal Bharadwaj _ Tragady of Omkara.mp3","omkara","Vishal Bharadwaj", "Tragady of Omkara"
"../music/arijit","Arijit Singh, Kaushiki _ Kichhu Kichhu Kotha.mp3","arijit","Arijit Singh, Kaushiki", "Kichhu Kichhu Kotha"
"../music/arijit","Arijit Singh (Sohail Rana) {Fayyaz Hashmi} _ Aaj Jane Ki Zid Na Karo.mp3","arijit","Arijit Singh (Sohail Rana) {Fayyaz Hashmi}", "Aaj Jane Ki Zid Na Karo"
"../music/arijit","Arijit Singh (Hanif Sheikh) {Hanif Sheikh, Manoj Yadav, Arun Kumar} _ Tose Naina.mp3","arijit","Arijit Singh (Hanif Sheikh) {Hanif Sheikh, Manoj Yadav, Arun Kumar}", "Tose Naina"
"../music/arijit","Arijit Singh (Amit Trivedi) _ Yeh Fitoor Mera.mp3","arijit","Arijit Singh (Amit Trivedi)", "Yeh Fitoor Mera"
"../music/arijit","Arijit Singh (Ilaiyaraaja) {Gulzar} _ Ae Zindagi Gale Laga Le.mp3","arijit","Arijit Singh (Ilaiyaraaja) {Gulzar}", "Ae Zindagi Gale Laga Le"
"../music/boygenius","Julien Baker _ Salt In The Wound.mp3","boygenius","Julien Baker", "Salt In The Wound"
"../music/boygenius","Phoebe Bridgers _ Motion Sickness.mp3","boygenius","Phoebe Bridgers", "Motion Sickness"
"../music/boygenius","boygenius _ Bite The Hand.mp3","boygenius","boygenius", "Bite The Hand"
"../music/boygenius","Lord Huron, Phoebe Bridgers _ The Night We Met.mp3","boygenius","Lord Huron, Phoebe Bridgers", "The Night We Met"
"../music/andromida","Andromida _ 0s and 1s Only.mp3","andromida","Andromida", "0s and 1s Only"
"../music/andromida","Andromida _ Timeless.mp3","andromida","Andromida", "Timeless"
"../music/andromida","Andromida _ Subject Zero.mp3","andromida","Andromida", "Subject Zero"
"../music/taareZameenPar","Raman Mahadevan, Bugs Bhargava, Shankar Sachdev, Roaj Gopal Iyer, Ravi Khanwiker, Loy Mendonsa, Amole Gupte, Kiran Rao, Aamir Khan, Ram Madhavni, Haji Springer _ Bheja Kum.mp3","taare ZameenPar","Raman Mahadevan, Bugs Bhargava, Shankar Sachdev, Roaj Gopal Iyer, Ravi Khanwiker, Loy Mendonsa, Amole Gupte, Kiran Rao, Aamir Khan, Ram Madhavni, Haji Springer", "Bheja Kum"
"../music/taareZameenPar","Vishal Dadlani {Prasoon Joshi} _ Jame Raho.mp3","taare ZameenPar","Vishal Dadlani {Prasoon Joshi}", "Jame Raho"
"../music/taareZameenPar","Shankar Mahadevan (Shankar-Ehsaan-Loy) {Prasoon Joshi} _ Maa.mp3","taare ZameenPar","Shankar Mahadevan (Shankar-Ehsaan-Loy) {Prasoon Joshi}", "Maa"
"../music/taareZameenPar","Raman Mahadevan (Shankar-Ehsaan-Loy) {Prasoon Joshi} _ Kholo Kholo.mp3","taare ZameenPar","Raman Mahadevan (Shankar-Ehsaan-Loy) {Prasoon Joshi}", "Kholo Kholo"
"../music/taareZameenPar","Adnan Sami, Auriel Cordo, Ananya Wadekar (Shailendra Barve) {Prasoon Joshi} _ Mera Jahan.mp3","taare ZameenPar","Adnan Sami, Auriel Cordo, Ananya Wadekar (Shailendra Barve) {Prasoon Joshi}", "Mera Jahan"
"../music/mohanKanan","Bhaari Bhaari _ Mohan Kanan.mp3","mohan Kanan","Bhaari Bhaari", "Mohan Kanan"
"../music/mohanKanan","Panchi Ud Gaya _ Mohan Kannan.mp3","mohan Kanan","Panchi Ud Gaya", "Mohan Kannan"
"../music/opNayyar","Bhavya Pandit, Abhay Jodhpurkar (OP Nayyar) {SH Bihari} [Jai - Parthiv] _ Isharon Isharon.mp3","op Nayyar","Bhavya Pandit, Abhay Jodhpurkar (OP Nayyar) {SH Bihari} [Jai - Parthiv]", "Isharon Isharon"
"../music/opNayyar","Asha Bhosle (OP Nayyar) {Qamar Jalalabadi} _ Aaiye Meherbaan.mp3","op Nayyar","Asha Bhosle (OP Nayyar) {Qamar Jalalabadi}", "Aaiye Meherbaan"
"../music/opNayyar","Asha Bhosle (OP Nayyar) {Noor Dewasi} _ Aao huzoor tumko.mp3","op Nayyar","Asha Bhosle (OP Nayyar) {Noor Dewasi}", "Aao huzoor tumko"
"../music/opNayyar","Karunesh _ Aao Huzoor Tumko.mp3","op Nayyar","Karunesh", "Aao Huzoor Tumko"
"../music/opNayyar","Mohammed Rafi, Asha Bhosle(OP Nayyar) {Sahir Ludhianvi} _ Udein Jab Jab Zulfen Teri.mp3","op Nayyar","Mohammed Rafi, Asha Bhosle(OP Nayyar) {Sahir Ludhianvi}", "Udein Jab Jab Zulfen Teri"
"../music/jaggaJasoos","Arijit Singh, Mohan Kanan (Pritam) {Neelesh Misra} _ Jhumritalaiyya.mp3","jagga Jasoos","Arijit Singh, Mohan Kanan (Pritam) {Neelesh Misra}", "Jhumritalaiyya"
"../music/jaggaJasoos","Arijit Singh, Nikhita Gandhi & Vivianne Pocha {Amitabh Bhattacharya} _ Ullu Ka Pattha.mp3","jagga Jasoos","Arijit Singh, Nikhita Gandhi & Vivianne Pocha {Amitabh Bhattacharya}", "Ullu Ka Pattha"
"../music/jaggaJasoos","Arijit Singh (Pritam) {Amitabh Bhattacharya} _ Phir Wahi.mp3","jagga Jasoos","Arijit Singh (Pritam) {Amitabh Bhattacharya}", "Phir Wahi"
"../music/jaggaJasoos","Tushar Joshi, Geet Sagar, June Banerjee, Antara Mitra, Amit Mishra, Ashwin M. Prabhu, Aroh Mehta, Ananya Wadkar, Pritam Chakraborty, Amitabh Bhattacharya, Sunny MR (Pritam) {Amitabh Bhattacharya} _ Khaana Khaake.mp3","jagga Jasoos","Tushar Joshi, Geet Sagar, June Banerjee, Antara Mitra, Amit Mishra, Ashwin M. Prabhu, Aroh Mehta, Ananya Wadkar, Pritam Chakraborty, Amitabh Bhattacharya, Sunny MR (Pritam) {Amitabh Bhattacharya}", "Khaana Khaake"
"../music/jaggaJasoos","Tushar Joshi (Pritam) {Amitabh Bhattacharya} _ Musafir.mp3","jagga Jasoos","Tushar Joshi (Pritam) {Amitabh Bhattacharya}", "Musafir"
"../music/50States","Sufjan Stevens _ Chicago.mp3","50 States","Sufjan Stevens", "Chicago"
"../music/yanouv","Yanouv _ Beyond the Infinite.mp3","yanouv","Yanouv", "Beyond the Infinite"
"../music/yanouv","Yanouv _ Labyrinth.mp3","yanouv","Yanouv", "Labyrinth"
"../music/yanouv","Yanouv _ In My Storm.mp3","yanouv","Yanouv", "In My Storm"
"../music/sahanaBajpaie","Sahana Bajpaie _ Phule Phule Dhole Dhole.mp3","sahana Bajpaie","Sahana Bajpaie", "Phule Phule Dhole Dhole"
"../music/sahanaBajpaie","Sahana Bajpaie _ Amar Nishitho Raater Badol Dhara.mp3","sahana Bajpaie","Sahana Bajpaie", "Amar Nishitho Raater Badol Dhara"
"../music/sahanaBajpaie","Sahana Bajpaie _ Ekta Chele.mp3","sahana Bajpaie","Sahana Bajpaie", "Ekta Chele"
"../music/kevinMcLeod","Kevin MacLeod _ Dreams Become Real.mp3","kevin McLeod","Kevin MacLeod", "Dreams Become Real"
"../music/kevinMcLeod","Kevin MacLeod _ Anguish.mp3","kevin McLeod","Kevin MacLeod", "Anguish"
"../music/kevinMcLeod","Kevin MacLeod _ Perspectives.mp3","kevin McLeod","Kevin MacLeod", "Perspectives"
"../music/kevinMcLeod","Kevin MacLeod _ Summer Day.mp3","kevin McLeod","Kevin MacLeod", "Summer Day"
"../music/kevinMcLeod","Kevin MacLeod _ Heavy Heart.mp3","kevin McLeod","Kevin MacLeod", "Heavy Heart"
"../music/shadowNlight","Shadow and Light _ Pathjhad.mp3","shadow Nlight","Shadow and Light", "Pathjhad"
"../music/shadowNlight","Shadow and Light _ Kahaani.mp3","shadow Nlight","Shadow and Light", "Kahaani"
"../music/SEL","Udit Narayan, Alka Yagnik (Shankar-Ehsaan-Loy) {Javed Akhtar} _ Jaane Kyun Log Pyaar.mp3","SEL","Udit Narayan, Alka Yagnik (Shankar-Ehsaan-Loy) {Javed Akhtar}", "Jaane Kyun Log Pyaar"
"../music/SEL","Shankar Mahadevan (Shankar-Ehsaan-Loy) _ Taufiq - Rhy-dhun.mp3","SEL","Shankar Mahadevan (Shankar-Ehsaan-Loy)", "Taufiq - Rhy-dhun"
"../music/SEL","Shankar Mahadevan _ Virah.mp3","SEL","Shankar Mahadevan", "Virah"
"../music/SEL","Shankar Mahadevan, Shreya Ghoshal _ Tere Naina.mp3","SEL","Shankar Mahadevan, Shreya Ghoshal", "Tere Naina"
"../music/SEL","Dominique Cerejo (Shankar-Ehsaan-Loy) {Javed Akhtar} _ Ye Tumhari Meri Baatein.mp3","SEL","Dominique Cerejo (Shankar-Ehsaan-Loy) {Javed Akhtar}", "Ye Tumhari Meri Baatein"
"../music/SEL","Shankar Mahadevan (Shankar-Ehsaan-Loy) {Javed Akhtar} _ Breathless.mp3","SEL","Shankar Mahadevan (Shankar-Ehsaan-Loy) {Javed Akhtar}", "Breathless"
"../music/SEL","Shraddhha Kapoor (Shankar-Ehsaan-Loy) {Javed Akhtar} _ Tere Mere Dil.mp3","SEL","Shraddhha Kapoor (Shankar-Ehsaan-Loy) {Javed Akhtar}", "Tere Mere Dil"
